query_protein	query_type	is_nrps	is_pks	start_position	end_position	locus	genome_contig_id	window
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	388363	388735	AHUT_001670|_|GCA_040650155.1_ASM4065015v1.gbk	GCA_040650155.1_ASM4065015v1.gbk|-|JBEZGU010000002.1	3104
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	54788	55160	AAYQ_004649|_|GCA_001751245.1_ASM175124v1.gbk	GCA_001751245.1_ASM175124v1.gbk|-|LJGU01000119.1	3105
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	55162	55633	AAYQ_004650|_|GCA_001751245.1_ASM175124v1.gbk	GCA_001751245.1_ASM175124v1.gbk|-|LJGU01000119.1	3105
IO40_RS0119000_elongation_factor_G	req	False	False	55672	57796	AAYQ_004651|_|GCA_001751245.1_ASM175124v1.gbk	GCA_001751245.1_ASM175124v1.gbk|-|LJGU01000119.1	3105
IO40_RS0119000_elongation_factor_G	req	False	False	143388	145515	ADBM_001972|_|GCA_018070125.1_ASM1807012v1.gbk	GCA_018070125.1_ASM1807012v1.gbk|-|JAGPYI010000013.1	3106
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	145554	146025	ADBM_001973|_|GCA_018070125.1_ASM1807012v1.gbk	GCA_018070125.1_ASM1807012v1.gbk|-|JAGPYI010000013.1	3106
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	146027	146399	ADBM_001974|_|GCA_018070125.1_ASM1807012v1.gbk	GCA_018070125.1_ASM1807012v1.gbk|-|JAGPYI010000013.1	3106
IO40_RS0119000_elongation_factor_G	req	False	False	20867	22988	AJAN_003005|_|GCA_900091755.1_IMG_taxon_2657245718_annotated_assembly.gbk	GCA_900091755.1_IMG_taxon_2657245718_annotated_assembly.gbk|-|FMCE01000071.1	3107
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	23027	23498	AJAN_003006|_|GCA_900091755.1_IMG_taxon_2657245718_annotated_assembly.gbk	GCA_900091755.1_IMG_taxon_2657245718_annotated_assembly.gbk|-|FMCE01000071.1	3107
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	23500	23872	AJAN_003007|_|GCA_900091755.1_IMG_taxon_2657245718_annotated_assembly.gbk	GCA_900091755.1_IMG_taxon_2657245718_annotated_assembly.gbk|-|FMCE01000071.1	3107
IO40_RS0119000_elongation_factor_G	req	False	False	1252165	1254295	AAZQ_001127|_|GCA_001905405.1_ASM190540v1.gbk	GCA_001905405.1_ASM190540v1.gbk|-|LIPC01000001.1	3108
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1254333	1254804	AAZQ_001128|_|GCA_001905405.1_ASM190540v1.gbk	GCA_001905405.1_ASM190540v1.gbk|-|LIPC01000001.1	3108
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1254806	1255178	AAZQ_001129|_|GCA_001905405.1_ASM190540v1.gbk	GCA_001905405.1_ASM190540v1.gbk|-|LIPC01000001.1	3108
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	127236	127608	ACNY_002916|_|GCA_014648835.1_ASM1464883v1.gbk	GCA_014648835.1_ASM1464883v1.gbk|-|BMRW01000005.1	3109
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	127610	128081	ACNY_002917|_|GCA_014648835.1_ASM1464883v1.gbk	GCA_014648835.1_ASM1464883v1.gbk|-|BMRW01000005.1	3109
IO40_RS0119000_elongation_factor_G	req	False	False	128119	130243	ACNY_002918|_|GCA_014648835.1_ASM1464883v1.gbk	GCA_014648835.1_ASM1464883v1.gbk|-|BMRW01000005.1	3109
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	66976	67348	AESJ_007513|_|GCA_033794645.1_ASM3379464v1.gbk	GCA_033794645.1_ASM3379464v1.gbk|-|JARAYX010000006.1	3110
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	67350	67821	AESJ_007514|_|GCA_033794645.1_ASM3379464v1.gbk	GCA_033794645.1_ASM3379464v1.gbk|-|JARAYX010000006.1	3110
IO40_RS0119000_elongation_factor_G	req	False	False	67860	69987	AESJ_007515|_|GCA_033794645.1_ASM3379464v1.gbk	GCA_033794645.1_ASM3379464v1.gbk|-|JARAYX010000006.1	3110
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	64211	64583	AFZA_006920|_|GCA_040298765.1_ASM4029876v1.gbk	GCA_040298765.1_ASM4029876v1.gbk|-|JBEPAU010000039.1	3111
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	64585	65056	AFZA_006921|_|GCA_040298765.1_ASM4029876v1.gbk	GCA_040298765.1_ASM4029876v1.gbk|-|JBEPAU010000039.1	3111
IO40_RS0119000_elongation_factor_G	req	False	False	65095	67222	AFZA_006922|_|GCA_040298765.1_ASM4029876v1.gbk	GCA_040298765.1_ASM4029876v1.gbk|-|JBEPAU010000039.1	3111
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	50690	51062	ADLC_003887|_|GCA_021083325.1_ASM2108332v1.gbk	GCA_021083325.1_ASM2108332v1.gbk|-|JAJDKN010000040.1	3112
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	51064	51535	ADLC_003888|_|GCA_021083325.1_ASM2108332v1.gbk	GCA_021083325.1_ASM2108332v1.gbk|-|JAJDKN010000040.1	3112
IO40_RS0119000_elongation_factor_G	req	False	False	51574	53701	ADLC_003889|_|GCA_021083325.1_ASM2108332v1.gbk	GCA_021083325.1_ASM2108332v1.gbk|-|JAJDKN010000040.1	3112
IO40_RS0119000_elongation_factor_G	req	False	False	1189571	1191632	AENQ_001072|_|GCA_033406955.1_ASM3340695v1.gbk	GCA_033406955.1_ASM3340695v1.gbk|-|CP137734.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3452999	3455126	AENQ_002996|_|GCA_033406955.1_ASM3340695v1.gbk	GCA_033406955.1_ASM3340695v1.gbk|-|CP137734.1	3113
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3455165	3455636	AENQ_002997|_|GCA_033406955.1_ASM3340695v1.gbk	GCA_033406955.1_ASM3340695v1.gbk|-|CP137734.1	3113
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3455638	3456010	AENQ_002998|_|GCA_033406955.1_ASM3340695v1.gbk	GCA_033406955.1_ASM3340695v1.gbk|-|CP137734.1	3113
IO40_RS0119000_elongation_factor_G	req	False	False	492339	494463	AGXO_001978|_|GCA_040631635.1_ASM4063163v1.gbk	GCA_040631635.1_ASM4063163v1.gbk|-|JBEYAI010000003.1	3114
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	494502	494973	AGXO_001979|_|GCA_040631635.1_ASM4063163v1.gbk	GCA_040631635.1_ASM4063163v1.gbk|-|JBEYAI010000003.1	3114
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	494975	495347	AGXO_001980|_|GCA_040631635.1_ASM4063163v1.gbk	GCA_040631635.1_ASM4063163v1.gbk|-|JBEYAI010000003.1	3114
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5199899	5200271	AEVU_004540|_|GCA_035917695.1_ASM3591769v1.gbk	GCA_035917695.1_ASM3591769v1.gbk|-|CP109106.1	3115
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5200273	5200744	AEVU_004541|_|GCA_035917695.1_ASM3591769v1.gbk	GCA_035917695.1_ASM3591769v1.gbk|-|CP109106.1	3115
IO40_RS0119000_elongation_factor_G	req	False	False	5200783	5202904	AEVU_004542|_|GCA_035917695.1_ASM3591769v1.gbk	GCA_035917695.1_ASM3591769v1.gbk|-|CP109106.1	3115
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	233158	233530	AHKO_000221|_|GCA_040641455.1_ASM4064145v1.gbk	GCA_040641455.1_ASM4064145v1.gbk|-|JBFADR010000001.1	3116
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	233532	234003	AHKO_000222|_|GCA_040641455.1_ASM4064145v1.gbk	GCA_040641455.1_ASM4064145v1.gbk|-|JBFADR010000001.1	3116
IO40_RS0119000_elongation_factor_G	req	False	False	234040	236170	AHKO_000223|_|GCA_040641455.1_ASM4064145v1.gbk	GCA_040641455.1_ASM4064145v1.gbk|-|JBFADR010000001.1	3116
IO40_RS0119000_elongation_factor_G	req	False	False	534702	536772	AFLR_000470|_|GCA_036898665.1_ASM3689866v1.gbk	GCA_036898665.1_ASM3689866v1.gbk|-|JARUMU010000001.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	2857126	2859256	AFLR_002465|_|GCA_036898665.1_ASM3689866v1.gbk	GCA_036898665.1_ASM3689866v1.gbk|-|JARUMU010000001.1	3117
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2859295	2859766	AFLR_002466|_|GCA_036898665.1_ASM3689866v1.gbk	GCA_036898665.1_ASM3689866v1.gbk|-|JARUMU010000001.1	3117
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	2859768	2860140	AFLR_002467|_|GCA_036898665.1_ASM3689866v1.gbk	GCA_036898665.1_ASM3689866v1.gbk|-|JARUMU010000001.1	3117
IO40_RS0119000_elongation_factor_G	req	False	False	233511	235644	AAZR_005135|_|GCA_001905425.1_ASM190542v1.gbk	GCA_001905425.1_ASM190542v1.gbk|-|LIVP01000004.1	3118
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	235683	236154	AAZR_005136|_|GCA_001905425.1_ASM190542v1.gbk	GCA_001905425.1_ASM190542v1.gbk|-|LIVP01000004.1	3118
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	236156	236528	AAZR_005137|_|GCA_001905425.1_ASM190542v1.gbk	GCA_001905425.1_ASM190542v1.gbk|-|LIVP01000004.1	3118
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4989878	4990250	AFDF_004370|_|GCA_036206925.1_ASM3620692v1.gbk	GCA_036206925.1_ASM3620692v1.gbk|-|CP108146.1	3119
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4990252	4990723	AFDF_004371|_|GCA_036206925.1_ASM3620692v1.gbk	GCA_036206925.1_ASM3620692v1.gbk|-|CP108146.1	3119
IO40_RS0119000_elongation_factor_G	req	False	False	4990761	4992891	AFDF_004372|_|GCA_036206925.1_ASM3620692v1.gbk	GCA_036206925.1_ASM3620692v1.gbk|-|CP108146.1	3119
IO40_RS0119000_elongation_factor_G	req	False	False	1100887	1102984	ADVU_001039|_|GCA_026339515.1_ASM2633951v1.gbk	GCA_026339515.1_ASM2633951v1.gbk|-|JAPEQR010000001.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	3882398	3884528	ADVU_003446|_|GCA_026339515.1_ASM2633951v1.gbk	GCA_026339515.1_ASM2633951v1.gbk|-|JAPEQR010000001.1	3120
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3884566	3885037	ADVU_003447|_|GCA_026339515.1_ASM2633951v1.gbk	GCA_026339515.1_ASM2633951v1.gbk|-|JAPEQR010000001.1	3120
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3885039	3885411	ADVU_003448|_|GCA_026339515.1_ASM2633951v1.gbk	GCA_026339515.1_ASM2633951v1.gbk|-|JAPEQR010000001.1	3120
IO40_RS0119000_elongation_factor_G	req	False	False	1052922	1055052	AHWF_000935|_|GCA_040650955.1_ASM4065095v1.gbk	GCA_040650955.1_ASM4065095v1.gbk|-|JBEZIJ010000001.1	3121
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	1055090	1055561	AHWF_000936|_|GCA_040650955.1_ASM4065095v1.gbk	GCA_040650955.1_ASM4065095v1.gbk|-|JBEZIJ010000001.1	3121
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	1055563	1055935	AHWF_000937|_|GCA_040650955.1_ASM4065095v1.gbk	GCA_040650955.1_ASM4065095v1.gbk|-|JBEZIJ010000001.1	3121
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	76887	77259	AIFJ_001332|_|GCA_040677735.1_ASM4067773v1.gbk	GCA_040677735.1_ASM4067773v1.gbk|-|JBFASL010000008.1	3122
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	77261	77732	AIFJ_001333|_|GCA_040677735.1_ASM4067773v1.gbk	GCA_040677735.1_ASM4067773v1.gbk|-|JBFASL010000008.1	3122
IO40_RS0119000_elongation_factor_G	req	False	False	77770	79894	AIFJ_001334|_|GCA_040677735.1_ASM4067773v1.gbk	GCA_040677735.1_ASM4067773v1.gbk|-|JBFASL010000008.1	3122
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4534930	4535302	AEJB_003990|_|GCA_030803725.1_ASM3080372v1.gbk	GCA_030803725.1_ASM3080372v1.gbk|-|JAURUD010000001.1	3123
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4535304	4535775	AEJB_003991|_|GCA_030803725.1_ASM3080372v1.gbk	GCA_030803725.1_ASM3080372v1.gbk|-|JAURUD010000001.1	3123
IO40_RS0119000_elongation_factor_G	req	False	False	4535814	4537941	AEJB_003992|_|GCA_030803725.1_ASM3080372v1.gbk	GCA_030803725.1_ASM3080372v1.gbk|-|JAURUD010000001.1	3123
IO40_RS0119000_elongation_factor_G	req	False	False	44845	46978	AGLL_004227|_|GCA_040609475.1_ASM4060947v1.gbk	GCA_040609475.1_ASM4060947v1.gbk|-|JBEXKC010000037.1	3124
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	47017	47488	AGLL_004228|_|GCA_040609475.1_ASM4060947v1.gbk	GCA_040609475.1_ASM4060947v1.gbk|-|JBEXKC010000037.1	3124
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	47490	47862	AGLL_004229|_|GCA_040609475.1_ASM4060947v1.gbk	GCA_040609475.1_ASM4060947v1.gbk|-|JBEXKC010000037.1	3124
IO40_RS0119000_elongation_factor_G	req	False	False	92687	94820	ADCN_004165|_|GCA_018555775.1_ASM1855577v1.gbk	GCA_018555775.1_ASM1855577v1.gbk|-|JAAZTW010000002.1	3125
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	94859	95330	ADCN_004166|_|GCA_018555775.1_ASM1855577v1.gbk	GCA_018555775.1_ASM1855577v1.gbk|-|JAAZTW010000002.1	3125
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	95332	95704	ADCN_004167|_|GCA_018555775.1_ASM1855577v1.gbk	GCA_018555775.1_ASM1855577v1.gbk|-|JAAZTW010000002.1	3125
IO40_RS0119000_elongation_factor_G	req	False	False	4028531	4030664	ADYW_003714|_|GCA_026342285.1_ASM2634228v1.gbk	GCA_026342285.1_ASM2634228v1.gbk|-|JAPEMZ010000001.1	3126
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4030703	4031174	ADYW_003715|_|GCA_026342285.1_ASM2634228v1.gbk	GCA_026342285.1_ASM2634228v1.gbk|-|JAPEMZ010000001.1	3126
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4031176	4031548	ADYW_003716|_|GCA_026342285.1_ASM2634228v1.gbk	GCA_026342285.1_ASM2634228v1.gbk|-|JAPEMZ010000001.1	3126
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	230643	231015	ACQC_003683|_|GCA_014649995.1_ASM1464999v1.gbk	GCA_014649995.1_ASM1464999v1.gbk|-|BMUC01000008.1	3127
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	231017	231488	ACQC_003684|_|GCA_014649995.1_ASM1464999v1.gbk	GCA_014649995.1_ASM1464999v1.gbk|-|BMUC01000008.1	3127
IO40_RS0119000_elongation_factor_G	req	False	False	231527	233654	ACQC_003685|_|GCA_014649995.1_ASM1464999v1.gbk	GCA_014649995.1_ASM1464999v1.gbk|-|BMUC01000008.1	3127
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	201127	201499	AGRO_003986|_|GCA_040613415.1_ASM4061341v1.gbk	GCA_040613415.1_ASM4061341v1.gbk|-|JBEXSE010000010.1	3128
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	201502	201973	AGRO_003987|_|GCA_040613415.1_ASM4061341v1.gbk	GCA_040613415.1_ASM4061341v1.gbk|-|JBEXSE010000010.1	3128
IO40_RS0119000_elongation_factor_G	req	False	False	202012	204139	AGRO_003988|_|GCA_040613415.1_ASM4061341v1.gbk	GCA_040613415.1_ASM4061341v1.gbk|-|JBEXSE010000010.1	3128
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3373821	3374193	ABNK_003071|_|GCA_003846195.1_ASM384619v1.gbk	GCA_003846195.1_ASM384619v1.gbk|-|ML123066.1	3129
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3374195	3374666	ABNK_003072|_|GCA_003846195.1_ASM384619v1.gbk	GCA_003846195.1_ASM384619v1.gbk|-|ML123066.1	3129
IO40_RS0119000_elongation_factor_G	req	False	False	3374704	3376834	ABNK_003073|_|GCA_003846195.1_ASM384619v1.gbk	GCA_003846195.1_ASM384619v1.gbk|-|ML123066.1	3129
IO40_RS0119000_elongation_factor_G	req	False	False	253952	256079	ADBN_007215|_|GCA_018070145.1_ASM1807014v1.gbk	GCA_018070145.1_ASM1807014v1.gbk|-|JAGPYG010000006.1	3130
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	256118	256589	ADBN_007216|_|GCA_018070145.1_ASM1807014v1.gbk	GCA_018070145.1_ASM1807014v1.gbk|-|JAGPYG010000006.1	3130
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	256591	256963	ADBN_007217|_|GCA_018070145.1_ASM1807014v1.gbk	GCA_018070145.1_ASM1807014v1.gbk|-|JAGPYG010000006.1	3130
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	35967	36339	ADXY_005154|_|GCA_026341595.1_ASM2634159v1.gbk	GCA_026341595.1_ASM2634159v1.gbk|-|JAPEOJ010000002.1	3131
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	36342	36813	ADXY_005155|_|GCA_026341595.1_ASM2634159v1.gbk	GCA_026341595.1_ASM2634159v1.gbk|-|JAPEOJ010000002.1	3131
IO40_RS0119000_elongation_factor_G	req	False	False	36852	38982	ADXY_005156|_|GCA_026341595.1_ASM2634159v1.gbk	GCA_026341595.1_ASM2634159v1.gbk|-|JAPEOJ010000002.1	3131
IO40_RS0119000_elongation_factor_G	req	False	False	2519447	2521490	ADXY_007356|_|GCA_026341595.1_ASM2634159v1.gbk	GCA_026341595.1_ASM2634159v1.gbk|-|JAPEOJ010000002.1	NA
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	102112	102484	AHVK_003845|_|GCA_040650515.1_ASM4065051v1.gbk	GCA_040650515.1_ASM4065051v1.gbk|-|JBEZHI010000024.1	3132
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	102486	102957	AHVK_003846|_|GCA_040650515.1_ASM4065051v1.gbk	GCA_040650515.1_ASM4065051v1.gbk|-|JBEZHI010000024.1	3132
IO40_RS0119000_elongation_factor_G	req	False	False	102995	105125	AHVK_003847|_|GCA_040650515.1_ASM4065051v1.gbk	GCA_040650515.1_ASM4065051v1.gbk|-|JBEZHI010000024.1	3132
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	167248	167620	AESY_009149|_|GCA_033794965.1_ASM3379496v1.gbk	GCA_033794965.1_ASM3379496v1.gbk|-|JARAZP010000009.1	3133
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	167622	168093	AESY_009150|_|GCA_033794965.1_ASM3379496v1.gbk	GCA_033794965.1_ASM3379496v1.gbk|-|JARAZP010000009.1	3133
IO40_RS0119000_elongation_factor_G	req	False	False	168132	170262	AESY_009151|_|GCA_033794965.1_ASM3379496v1.gbk	GCA_033794965.1_ASM3379496v1.gbk|-|JARAZP010000009.1	3133
IO40_RS0119000_elongation_factor_G	req	False	False	89986	92113	AFVJ_002613|_|GCA_040296185.1_ASM4029618v1.gbk	GCA_040296185.1_ASM4029618v1.gbk|-|JBEOWT010000022.1	3134
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	92152	92623	AFVJ_002614|_|GCA_040296185.1_ASM4029618v1.gbk	GCA_040296185.1_ASM4029618v1.gbk|-|JBEOWT010000022.1	3134
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	92625	92997	AFVJ_002615|_|GCA_040296185.1_ASM4029618v1.gbk	GCA_040296185.1_ASM4029618v1.gbk|-|JBEOWT010000022.1	3134
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	6399630	6400002	ABAZ_005095|_|GCA_001983975.1_ASM198397v1.gbk	GCA_001983975.1_ASM198397v1.gbk|-|CP019458.1	3135
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	6400004	6400475	ABAZ_005096|_|GCA_001983975.1_ASM198397v1.gbk	GCA_001983975.1_ASM198397v1.gbk|-|CP019458.1	3135
IO40_RS0119000_elongation_factor_G	req	False	False	6400513	6402634	ABAZ_005097|_|GCA_001983975.1_ASM198397v1.gbk	GCA_001983975.1_ASM198397v1.gbk|-|CP019458.1	3135
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	5552926	5553298	ABZL_005034|_|GCA_009769735.1_ASM976973v1.gbk	GCA_009769735.1_ASM976973v1.gbk|-|WSRO01000002.1	3136
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	5553300	5553771	ABZL_005035|_|GCA_009769735.1_ASM976973v1.gbk	GCA_009769735.1_ASM976973v1.gbk|-|WSRO01000002.1	3136
IO40_RS0119000_elongation_factor_G	req	False	False	5553810	5555937	ABZL_005036|_|GCA_009769735.1_ASM976973v1.gbk	GCA_009769735.1_ASM976973v1.gbk|-|WSRO01000002.1	3136
IO40_RS0119000_elongation_factor_G	req	False	False	5953547	5955647	ABZL_005408|_|GCA_009769735.1_ASM976973v1.gbk	GCA_009769735.1_ASM976973v1.gbk|-|WSRO01000002.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	25205	27332	AILP_003825|_|GCA_040682975.1_ASM4068297v1.gbk	GCA_040682975.1_ASM4068297v1.gbk|-|JBFBCB010000024.1	3137
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	27371	27842	AILP_003826|_|GCA_040682975.1_ASM4068297v1.gbk	GCA_040682975.1_ASM4068297v1.gbk|-|JBFBCB010000024.1	3137
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	27845	28217	AILP_003827|_|GCA_040682975.1_ASM4068297v1.gbk	GCA_040682975.1_ASM4068297v1.gbk|-|JBFBCB010000024.1	3137
IO40_RS0119000_elongation_factor_G	req	False	False	1623457	1625590	AFFU_001406|_|GCA_036237235.1_ASM3623723v1.gbk	GCA_036237235.1_ASM3623723v1.gbk|-|CP108350.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	4069019	4071149	AFFU_003544|_|GCA_036237235.1_ASM3623723v1.gbk	GCA_036237235.1_ASM3623723v1.gbk|-|CP108350.1	3138
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	4071188	4071659	AFFU_003545|_|GCA_036237235.1_ASM3623723v1.gbk	GCA_036237235.1_ASM3623723v1.gbk|-|CP108350.1	3138
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4071661	4072033	AFFU_003546|_|GCA_036237235.1_ASM3623723v1.gbk	GCA_036237235.1_ASM3623723v1.gbk|-|CP108350.1	3138
IO40_RS0119000_elongation_factor_G	req	False	False	97916	100046	AIBE_004636|_|GCA_040653915.1_ASM4065391v1.gbk	GCA_040653915.1_ASM4065391v1.gbk|-|JBFAGY010000029.1	3139
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	100085	100556	AIBE_004637|_|GCA_040653915.1_ASM4065391v1.gbk	GCA_040653915.1_ASM4065391v1.gbk|-|JBFAGY010000029.1	3139
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	100558	100930	AIBE_004638|_|GCA_040653915.1_ASM4065391v1.gbk	GCA_040653915.1_ASM4065391v1.gbk|-|JBFAGY010000029.1	3139
IO40_RS0119000_elongation_factor_G	req	False	False	54462	56595	AGPM_001546|_|GCA_040612175.1_ASM4061217v1.gbk	GCA_040612175.1_ASM4061217v1.gbk|-|JBEXPS010000011.1	3140
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	56634	57105	AGPM_001547|_|GCA_040612175.1_ASM4061217v1.gbk	GCA_040612175.1_ASM4061217v1.gbk|-|JBEXPS010000011.1	3140
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	57107	57479	AGPM_001548|_|GCA_040612175.1_ASM4061217v1.gbk	GCA_040612175.1_ASM4061217v1.gbk|-|JBEXPS010000011.1	3140
IO40_RS0119000_elongation_factor_G	req	False	False	741424	743551	ACOW_000677|_|GCA_014649335.1_ASM1464933v1.gbk	GCA_014649335.1_ASM1464933v1.gbk|-|BMSV01000001.1	3141
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	743589	744060	ACOW_000678|_|GCA_014649335.1_ASM1464933v1.gbk	GCA_014649335.1_ASM1464933v1.gbk|-|BMSV01000001.1	3141
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	744062	744434	ACOW_000679|_|GCA_014649335.1_ASM1464933v1.gbk	GCA_014649335.1_ASM1464933v1.gbk|-|BMSV01000001.1	3141
IO40_RS0119000_elongation_factor_G	req	False	False	3180892	3183013	AEED_002706|_|GCA_029541745.1_ASM2954174v1.gbk	GCA_029541745.1_ASM2954174v1.gbk|-|CP089746.1	3142
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3183052	3183523	AEED_002707|_|GCA_029541745.1_ASM2954174v1.gbk	GCA_029541745.1_ASM2954174v1.gbk|-|CP089746.1	3142
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	3183525	3183897	AEED_002708|_|GCA_029541745.1_ASM2954174v1.gbk	GCA_029541745.1_ASM2954174v1.gbk|-|CP089746.1	3142
IO40_RS0119000_elongation_factor_G	req	False	False	7303579	7305691	AEED_006029|_|GCA_029541745.1_ASM2954174v1.gbk	GCA_029541745.1_ASM2954174v1.gbk|-|CP089746.1	NA
IO40_RS0119000_elongation_factor_G	req	False	False	11257	13387	AAWO_007425|_|GCA_001572115.1_ASM157211v1.gbk	GCA_001572115.1_ASM157211v1.gbk|-|LRSS01000609.1	3143
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	13426	13897	AAWO_007426|_|GCA_001572115.1_ASM157211v1.gbk	GCA_001572115.1_ASM157211v1.gbk|-|LRSS01000609.1	3143
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	13899	14271	AAWO_007427|_|GCA_001572115.1_ASM157211v1.gbk	GCA_001572115.1_ASM157211v1.gbk|-|LRSS01000609.1	3143
IO40_RS0119000_elongation_factor_G	req	False	False	1409	3539	AGQV_007133|_|GCA_040612995.1_ASM4061299v1.gbk	GCA_040612995.1_ASM4061299v1.gbk|-|JBEXRK010000179.1	3144
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	3577	4048	AGQV_007134|_|GCA_040612995.1_ASM4061299v1.gbk	GCA_040612995.1_ASM4061299v1.gbk|-|JBEXRK010000179.1	3144
IO40_RS0118990_30S_ribosomal_protein_S12	req	False	False	4050	4422	AGQV_007135|_|GCA_040612995.1_ASM4061299v1.gbk	GCA_040612995.1_ASM4061299v1.gbk|-|JBEXRK010000179.1	3144
IO40_RS0119000_elongation_factor_G	req	False	False	2604960	2607087	ACHD_005887|_|GCA_012184365.2_ASM1218436v2.gbk	GCA_012184365.2_ASM1218436v2.gbk|-|WMKI02000002.1	3145
IO40_RS0118995_30S_ribosomal_protein_S7	req	False	False	2607126	2607597	ACHD_005888|_|GCA_012184365.2_ASM1218436v2.gbk	GCA_012184365.2_ASM1218436v2.gbk|-|WMKI02000002.1	3145
